2209:The Ghost of Hannah Mendes,Naomi Ragen,2001,St. Martin's Griffin
2210:Seraglio,Janet Wallach,2003,Nan A. Talese
2211:Portrait in Sepia , A Novel,Isabel Allende,2002,Perennial
2212:Daughter of Fortune, A Novel,Isabel Allende,2001,HarperTorch
2213:The Pearl (Women of Faith Fiction),Angela Elwell Hunt,2003,WestBow Press
2214:Schatten Ã?Â¼ber den Weiden.,Nora Roberts,1996,Heyne
2215:Shadow of the Hegemon,Orson Scott Card,2002,Audio Literature
2216:April Fool Dead, A Death on Demand Mystery,Carolyn G. Hart,2002,William Morrow &amp; Company
2217:Chicken Soup for the College Soul , Inspiring and Humorous Stories for College Students (Chicken Soup for the Soul),Jack Canfield,1999,Health Communications
2218:The Ledge,Michael Collier,2000,Houghton Mifflin Company
2219:Substitute Teaching, A Handbook for Hassle-Free Subbing,Barbara Pronin,1983,St. Martin's Press
2220:Emotional Purity , An Affair of the Heart,Heather Arnel Paulsen,2001,Winepress Publishing
2221:Seven Habits Of Highly Effective People,Stephen R. Covey,1990,Free Press
2222:The Mysterious Affair at Styles , A Detective Story (Modern Library Classics),AGATHA CHRISTIE,2003,Modern Library
2223:Yeats Is Dead! (Vintage Crime/Black Lizard),Joseph O'Connor,2002,Vintage Books USA
2224:Worse Than a Crime,Anne Burton,1982,Harlequin
2225:A Question of Guilt,Frances Fyfield,1990,Pocket
2226:Puppet for a Corpse,Dorothy Simpson,1985,Bantam Books
2227:River of Hidden Dreams,Connie May Fowler,1994,Putnam Pub Group
2228:Skinny Legs and All,Tom Robbins,1995,Bantam
2229:You're Fifty--Now What?, Investing for the Second Half of Your Life,Charles R. Schwab,2000,Crown Business
2230:Judging Time (April Woo Suspense Novels (Paperback)),Leslie Glass,1999,Signet Book
2231:A Secret Affair,Barbara Taylor Bradford,1997,HarperTorch
2232:Suspicion of Deceit,Barbara Parker,1999,Signet Book
2233:Dangerous to Know,Barbara Taylor Bradford,1996,HarperTorch
2234:Politika (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999,Berkley Publishing Group
2235:Blood Orchid,Stuart Woods,2003,Signet Book
2236:Im Wald der gehenkten FÃ?Â¼chse.,Arto Paasilinna,2001,LÃ?Â¼bbe
2237:Novecento , Pianiste,Alessandro Baricco,2002,Gallimard
2238:Fahrenheit 451,RAY BRADBURY,1987,Del Rey
2239:The Selfish Gene,Richard Dawkins,1990,Oxford University Press
2240:Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books
2241:House Harkonnen (Dune, House Trilogy, Book 2),Brian Herbert,2001,Spectra Books
2242:Chapterhouse Dune (Dune Chronicles, Book 6),Frank Herbert,1996,ACE Charter
2243:Heretics of Dune (Dune Chronicles, Book 5),Frank Herbert,1996,ACE Charter
2244:God Emperor of Dune (Dune Chronicles, Book 4),Frank Herbert,1991,ACE Charter
2245:Children of Dune (Dune Chronicles, Book 3),Frank Herbert,1991,Ace Books
2246:Blackwood Farm (Rice, Anne, Vampire Chronicles.),ANNE RICE,2003,Ballantine Books
2247:Serpico,Peter Maas,1997,HarperTorch
2248:Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR (Text Revision),American Psychiatric Association,2000,American Psychiatric Association
2249:The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books
2250:Loves Music, Loves to Dance,Mary Higgins Clark,1992,Pocket
2251:The Killer Angels,Michael Shaara,1993,Ballantine Books
2252:Dolores Claiborne,Stephen King,2004,Signet Book
2253:America's Best Slow Cooker Recipes,Donna-Marie Pye,2000,Robert Rose
2254:Pandora, New Tales of the Vampires (New Tales of the Vampires),Anne Rice,1999,Ballantine Books
2255:The Hero and the Crown,Robin McKinley,1989,ACE Charter
2256:Lies My Teacher Told Me , Everything Your American History Textbook Got Wrong,James W. Loewen,1996,Touchstone
2257:Pooh's Little Book of Feng Shui,Anna Ludlow,2000,Dutton Books
2258:Lord of Chaos (The Wheel of Time, Book 6),Robert Jordan,1995,Tor Fantasy
2259:The Fires of Heaven (The Wheel of Time, Book 5),Robert Jordan,1994,Tor Fantasy
2260:The Shadow Rising (The Wheel of Time, Book 4),Robert Jordan,1993,Tor Fantasy
2261:The Dragon Reborn (The Wheel of Time, Book 3),Robert Jordan,1991,Tor Books
2262:New Threads in the Pattern, The Great Hunt, Part 2 (The Wheel of Time, Book 2),Robert Jordan,2003,Starscape
2263:The Hunt Begins, The Great Hunt, Part 1 (The Wheel of Time, Book 2, Part 1),Robert Jordan,2004,Starscape
2264:The Eye of the World (The Wheel of Time, Book 1),Robert Jordan,1990,Tor Fantasy
2265:Introductory Lectures on Psychoanalysis,Sigmund Freud,1989,Liveright Publishing Corporation
2266:The Method of Zen,EUGEN HERRIGEL,1974,Vintage
2267:King Lear,William Shakespeare,1993,Washington Square Press
2268:Confessions of Saint Augustine (Image Book),St. Augustine,1960,Image
2269:The Individual In A Social World, Essays and Experiments,Stanley  Milgram,1992,McGraw-Hill Humanities/Social Sciences/Languages
2270:Sun Tzu's The Art of War Plus The Original Chinese Revealed,Sun Tzu,2003,Clearbridge Publishing
2271:The Book of Five Rings,Miyamoto Musashi,1992,Bantam
2272:Archery Anatomy, An Introduction to Techniques for Improved Performance,Ray Axford,1996,Souvenir Press
2273:One Arrow, One Life, Zen, Archery, Enlightenment,Kenneth Kushner,2000,Tuttle Publishing
2274:Zen in the Art of Archery (Vintage Spiritual Classics),EUGEN HERRIGEL,1999,Vintage
2275:Plane Insanity, A Flight Attendant's Tales of Sex, Rage, and Queasiness at 30,000 Feet,Elliott Hester,2002,St. Martin's Press
2276:The Street Lawyer,John Grisham,1999,Random House Uk Ltd
2277:Love Me Tender (Starlight),Libby Hathorn,0,Hodder Headline Australia
2278:Growing Pains of Adrian Mole,Sue Townsend,0,Methuen Publishing Ltd
2279:How to Make Square Eggs,Paul Temple,1986,Random House Children's Books (A Division of Random House Group)
2280:A Bridge to Wiseman's Cove (Uqp Young Adult Fiction),James Moloney,1997,Intl Specialized Book Service Inc
2281:Starsong (Tsr Books),Dan Parkinson,1988,Wizards of the Coast
2282:People of the Mist (The First North Americans series, Book 9),Kathleen O'Neal Gear,1998,Tor Books
2283:Harm's Way,Stephen White,1997,Signet Book
2284:Die Spinne und das MÃ?Â¤dchen.,Sophie Schallingher,2001,Scherz
2285:Die Bildhauerin.,Minette Walters,1996,Goldmann
2286:20 Jahre 40 bleiben. Jung und schÃ?Â¶n in den besten Jahren.,Josephine Fairley,1999,Midena
2287:Goddess Blood, Book One of the Goddess Trilogy,R. T. Burns,2002,Writer's Showcase Press
2288:Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
2289:Time Wars,Poul Anderson,1986,Tor Books
2290:The Return,Buzz Aldrin,2001,Tor Books
2291:Lord of the Dance,Andrew M Greeley,1985,Warner Books> C/o Little Br
2292:Dinner at the Homesick Restaurant,Anne Tyler,1992,Ivy Books
2293:The Fourth Wall,Beth Saulnier,2001,Warner Books
2294:Newjack, Guarding Sing Sing (Vintage),Ted Conover,2001,Vintage Books USA
2295:Homestead, A Memoir,Jane Kirkpatrick,2000,Maverick Publications
2296:The Quilt of Life, A Patchwork of Devotional Thoughts (Inspirational Library (Paperback)),Mary Tatem,2000,Barbour Publishing
2297:All Together in One Place, A Novel of Kinship, Courage, and Faith (Kirkpatrick, Jane. Kinship and Courage Historical Series, Bk. 1.),Jane Kirkpatrick,2000,Waterbrook Press
2298:Tuesdays with Morrie, An Old Man, a Young Man, and Life's Greatest Lesson,MITCH ALBOM,1997,Doubleday
2299:Martha Stuart's Better Than You at Entertaining (A Parody),Tom Connor,1996,Perennial Currents
2300:Pigs in Heaven,Barbara Kingsolver,1994,Perennial
2301:Napalm &amp; Silly Putty,George Carlin,2001,Hyperion
2302:Having Our Say, The Delany Sisters' First 100 Years,Sarah Louise Delany,1993,Kodansha America
2303:Stop Being Mean to Yourself, A Story About Finding the True Meaning of Self-Love,Melody Beattie,1997,HarperSanFrancisco
2304:Tell No One,Harlan Coben,2002,Dell Publishing Company
2305:ROGUE WARRIOR, ROGUE WARRIOR I  (PAPERBACK),Richard Marcinko,1993,Pocket
2306:Deadly Justice,William Bernhardt,1993,Ballantine Books
2307:True Crime, The Novel,Andrew Klavan,1997,Dell
2308:The Pilates Body, The Ultimate At-Home Guide to Strengthening, Lengthening, and Toning Your Body--Without Machines,Brooke Siler,2000,Broadway Books
2309:The Self-Esteem Companion,Matthew McKay,1999,New Harbinger Publications
2310:What Women Want, What Every Man Needs to Know About Sex, Romance, Passion, and Pleasure,Laurence Roy Stains,2002,Ballantine Books
2311:Dada and Surrealism, A Very Short Introduction (Very Short Introductions),David Hopkins,2004,Oxford University Press
2312:Creativity , Flow and the Psychology of Discovery and Invention,Mihaly Csikszentmihalyi,1997,Perennial
2313:Eats, Shoots &amp; Leaves, The Zero Tolerance Approach to Punctuation,Lynne Truss,2004,Gotham Books
2314:The Big Book of Calm,Paul Wilson,1999,Michael Joseph
2315:Diary of a Language Teacher,Joachim Appel,0,Heinemann
2316:Naked,David Sedaris,1997,Little Brown &amp; Co
2317:A Walk in the Woods, Rediscovering America on the Appalachian Trail,Bill Bryson,1998,Bantam Dell Pub Group
2318:Why Not Me?, The Inside Story of the Making and Unmaking of the Franken Presidency,Al Franken,1999,Bantam Dell Pub Group
2319:Book,Whoopi Goldberg,1997,William Morrow &amp; Company
2320:Dirty Jokes and Beer , Stories of the Unrefined,Drew Carey,1997,Hyperion Books
2321:Waiting (Vintage International),Ha Jin,2000,Vintage Books USA
2322:Maya,Jostein Gaarder,0,Phoenix mass market p/bk
2323:The Portable Curmudgeon,Jon Winokur,1992,Plume Books
2324:Film Studies (Teach Yourself Educational S.),Warren Buckland,1998,Hodder Arnold Teach Yourself
2325:Becoming a Critical Thinker, A User Friendly Manual (3rd Edition),Sherry Diestler,2000,Pearson Education
2326:Sit &amp; Solve - Lateral Thinking Puzzles,Paul Sloane,2002,Sterling Publishing
2327:Good Advice , More Than 2,000 Quotations to help You Live Your Life,WILLIAM SAFIRE,1993,Gramercy
2328:The Elements of Style, Fourth Edition,William Strunk Jr.,2000,Pearson Higher Education
2329:How to Say It Style Guide,Rosalie Maggio,2002,Prentice Hall Art
2330:Asking the Right Questions, A Guide to Critical Thinking (6th Edition),M. Neil Browne,2000,Prentice Hall
2331:The Evolution of Desire, Strategies of Human Mating,David M. Buss,1995,Basic Books
2332:Pretty Good Joke Book, A Prairie Home Companion (Prairie Home Companion),Garrison Keillor,2001,Highbridge Audio
2333:Feeling Good , The New Mood Therapy,David D. Burns,1999,Avon
2334:Talking the Winner's Way, 92 Little Tricks for Big Success in Business and Personal Relationships,Leil  Lowndes,1999,McGraw-Hill
2335:The Playful Way to Serious Writing, An Anything-Can-Happen Workbook to Inspire and Delight,Roberta Allen,2002,Mariner Books
2336:Educating Esme, Diary of a Teacher's First Year,Esme Raji Codell,2001,Algonquin Books of Chapel Hill
2337:The Little Book of Big Ideas, Inspiration, Encouragement &amp; Tips to Stimulate Creativity and Improve Your Life,Harold R. McAlindon,1999,Cumberland House Publishing
2338:Undoing Depression, What Therapy Doesn't Teach You and Medication Can't Give You,Richard O'Connor,1999,Berkley Publishing Group
2339:What Every American Should Know About the Rest of the World, Your Guide to Today's Hot Spots, Hot Shots, and Incendiary Issues,M. L. Rossi,2003,Plume Books
2340:The Know-It-All's Guide to Life, How to Climb Mount Everest, Cure Hiccups, Live to 100, and Dozens of Other Practical, Unusual, or Just Plain Fantastical Things,John T. Walbaum,2003,Career Press
2341:A Big New Free Happy Unusual Life, Self-Expression and Spiritual Practice for Those Who Have Time for Neither,Nina Wise,2002,Broadway Books
2342:Oscar Wilde's Wit and Wisdom, A Book of Quotations (Dover Thrift Editions),Oscar Wilde,1998,Dover Publications
2343:The Children's Response, Beyond Tpr Toward Writing,Caroline Linse,1983,Alemany Press
2344:Colossus of Maroussi,Henry Miller,1975,New Directions Publishing Corporation
2345:Fairy Tales (Penguin Popular Classics),H.C. Andersen,1995,Penguin Books Ltd
2346:Nostromo (Penguin Popular Classics),Joseph Conrad,1994,Penguin Books Ltd
2347:101 Bright Ideas, Esl Activities for All Ages,Claire Maria Ford,1996,Pearson Higher Education
2348:Women Can't Hear What Men Don't Say, Destroying Myths, Creating Love,Warren Farrell Ph.D.,2000,Jeremy P. Tarcher
2349:Northanger Abbey (Bantam Classic),Jane Austen,1985,Bantam Classics
2350:Flowers for Algernon (Bantam Classic),DANIEL KEYES,1984,Bantam
2351:Sooner or Later,Elizabeth Adler,1998,Dell Publishing Company
2352:The Portable Door,Tom Holt,2004,Orbit Book Co.
2353:March of Folly, From Troy to Vietnam,Barbara W. Tuchman,1992,Ballantine Books
2354:Loose living,Frank Moorhouse,1995,Picador
2355:The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend,1982,Methuen Publishing Ltd
2356:Jerk on One End, Reflections of a Mediocre Fisherman,Robert Hughes,2000,Harvill Press
2357:Prize the Epic Quest for Oil Money and Pow,Daniel Yergin,1991,Pocket Books
2358:DEVIL IN A BLUE DRESS (Easy Rawlins Mysteries (Paperback)),Walter Mosley,1995,Pocket
2359:The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
2360:Why Girls Are Weird , A Novel,Pamela Ribon,2003,Downtown Press
2361:The Mighty,Rodman Philbrick,1998,Scholastic
2362:Adventures of Huckleberry Finn,Mark Twain,1992,Globe Fearon
2363:Murder on the Orient Express (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2000,Berkley Publishing Group
2364:The Body in the Library (Miss Marple Mysteries (Paperback)),Agatha Christie,2000,Signet Book
2365:Half Life, What We Give Up to Work,Jeannette Batz,1993,Booksource
2366:Her Pregnant Agenda , Marrying The Boss's Daughter (Silhouette Romance, 1690),Linda Goodnight,2003,Silhouette
2367:To Wed A Sheik   Desert Brides (Silhouette Romance, 1696),Teresa Southwick,2003,Silhouette
2368:WLD ACCORDNG GARP,John Irving,1979,Pocket
2369:The Magician's Nephew (The Chronicles of Narnia, Book 1, Full-Color Collector's Edition),C. S. Lewis,2000,HarperTrophy
2370:Midnight Masquerade,Shirlee Busbee,1988,Avon Books
2371:Flashback,Nevada Barr,2004,Berkley Publishing Group
2372:New Zoos (First Book Series),Madelyn K. Anderson,1987,Scholastic Library Pub
2373:Wedding Night,Gary Devon,1997,AVON
2374:Othello,William Shakespeare,1993,Washington Square Press
2375:You're Not a Kid Anymore When...,Jeff Foxworthy,1993,Longstreet Press
2376:Stalin's Silver, The Sinking of the U.S.S. John Barry,John Beasant,2000,St. Martin's Press
2377:This Present Darkness,Frank E. Peretti,2002,Living Books
2378:The First Counsel,Brad Meltzer,2001,Warner Books
2379:Tinker, Tailor, Soldier, Spy,John le Carre,2002,Scribner
2380:The Berenstain Bears and Too Much Vacation (First Time Books),Stan Berenstain,1989,Random House Children's Books
2381:Icebound,Dean R. Koontz,1995,Ballantine Books
2382:Young Wives,Olivia Goldsmith,2000,HarperCollins Publishers
2383:The Berlin Stories, The Last of Mr. Norris and  Goodbye to Berlin (New Directions Book),Christopher Isherwood,1963,J. Laughlin
2384:Man's Search For Meaning,Viktor E. Frankl,1997,Pocket
2385:The Kitchen God's Wife (Vintage Contemporaries),Amy Tan,1993,Vintage Books USA
2386:So You Want to Be a Stay-At-Home Mom,Cheryl Gochnauer,1999,InterVarsity Press
2387:Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group
2388:Mystic River,Dennis Lehane,2002,HarperTorch
2389:Hitched,Z. Barnes,1998,Judy Piatkus Publishers Ltd
2390:Fantastic Imagination,Robert Boyer,1978,Harper Mass Market Paperbacks (Mm)
2391:Six of Swords,Carole Nelson Douglas,1982,Del Rey Books
2392:Paradise Wild,Johanna Lindsey,1981,Avon
2393:The Celestine Prophecy , An Experiential Guide,Carol Adrienne,1995,Time Warner Audio Major
2394:Huis Clos Suivi de Les Mouches (Folio Ser. No. 807),Jean-Paul Sartre,1964,Distribooks
2395:Escape from Kathmandu,Kim Stanley Robinson,2000,Orb Books
2396:McNally's Chance,Lawrence Sanders,2002,Berkley Publishing Group
2397:The Year's Best Horror Stories, Series XIV,Edward Karl Wagner,1986,New Amer Library (Mm)
2398:Pay It Forward, A Novel,Catherine Ryan Hyde,2000,Simon &amp; Schuster
2399:Blast From the Past,Ben Elton,1999,Bantam Doubleday Dell
2400:A Treasury of Irish Myth, Legend, and Folklore,Claire Booss,1986,Gramercy Books
2401:Celtic Mythology (Library of the World's Myths and Legends),Proinsias Mac Cana,1985,Peter Bedrick Books
2402:Ancient Celtic Romances,P W Joyce,0,Parkgate Books
2403:The Western way, A practical guide to the Western mystery tradition,Caitlin Matthews,1985,Routledge &amp; K. Paul
2404:Wings,Terry Pratchett,1991,Random House Childrens Books
2405:Truckers,Terry Pratchett,1990,Random House Childrens Books
2406:Keepers of the Earth Teachers Guide,Michael J Caduto,1988,Fulcrum Publishing
2407:The Celts Activity Book,British Museum,2000,Parkwest Publications
2408:The Art Of Celtia,Courtney Davis,1997,Sterling Publishing
2409:The Book of Kells, Selected Plates in Full Color,Blanche Cirker,1982,Dover Publications
2410:SINGLE &amp; SINGLE,John le Carre,1999,Scribner
2411:Apocalypse Wow,James Finn Garner,1997,Simon &amp; Schuster
2412:COPS,Mark Baker,1986,Pocket
2413:A Cold Heart, An Alex Delaware Novel,JONATHAN KELLERMAN,2003,Ballantine Books
2414:Dead Sleep,Greg Iles,2001,G. P. Putnam's Sons
2415:Random Acts Of Management,A Dilbert Book,Scott Adams,2000,Andrews McMeel Publishing
2416:Conversations With Dogbert, A Dilbert Book,Scott Adams,1996,Andrews McMeel Publishing
2417:The Dilbert Bunch, A Dilbert Book (Main Street Editions),Scott Adams,1997,Andrews McMeel Publishing
2418:You Don't Need Experience if You've Got Attitude,Scott Adams,1996,Andrews McMeel Publishing
2419:The Boss, Nameless, Blameless and Shameless (Adams, Scott, Dilbert Book,),Scott Adams,1997,Andrews McMeel Publishing
2420:The Murder Book,JONATHAN KELLERMAN,2002,Ballantine Books
2421:Shock-Trauma,Jon Franklin,1980,St. Martin's Press
2422:The Jester,James Patterson,2003,Little, Brown
2423:Jupiter's Bones, A Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman,1999,Harpercollins
2424:Silent Witness, How Forensic Anthropology Is Used to Solve the World's Toughest Crimes,Roxana Ferllini Timms,2002,Firefly Books Ltd
2425:No Witnesses, A Novel,Ridley Pearson,1996,Island
2426:The Hancock Boys,Thomas William Simpson,2000,Bantam Books
2427:Dead Reckoning, The New Science of Catching Killers,Michael Baden,2001,Simon &amp; Schuster
2428:Roadwork,Richard Bachman,1999,Signet Book
2429:Watermelon,Marian Keyes,1999,Avon
2430:Sick Puppy,Carl Hiaasen,2001,Warner Vision
2431:Reliquary,Douglas Preston,1997,St Martins Pr
2432:Turning Thirty,Mike Gayle,2001,Hodder &amp; Stoughton General Division
2433:Prey,Michael Crichton,2003,Avon Books
2434:The Visitor (A Jack Reacher Novel),Lee Child,2000,Transworld Publishers Ltd
2435:Haunted Yorkshire,W.R. Mitchell,2000,Dalesman Publishing Company Ltd
2436:Fear Nothing,DEAN KOONTZ,1998,Bantam
2437:Dale Brown's Dreamland,Dale Brown,2001,Berkley Publishing Group
2438:The Key to Rebecca,Ken Follett,1989,Signet Book
2439:Shadows of Steel,Dale Brown,1997,Berkley Publishing Group
2440:J Is for Judgment,Sue Grafton,1999,Fawcett Books
2441:Void Moon,Michael Connelly,1999,Little, Brown
2442:The Last Coyote (Last Coyote),Michael Connelly,1996,St. Martin's Press
2443:Killing Critics (Kathleen Mallory Novels (Paperback)),Carol O'Connell,1997,Jove Books
2444:A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam
2445:Sphere,MICHAEL CRICHTON,1988,Ballantine Books
2446:Still Life with Woodpecker,TOM ROBBINS,1990,Bantam
2447:Slow Waltz in Cedar Bend,Robert James Waller,1993,Warner Books
2448:The Pelican Brief,John Grisham,1993,Dell
2449:Airframe,Michael Crichton,1996,Alfred A. Knopf
2450:Death of a River Guide,Richard Flanagan,2001,Grove Press
2451:American Way of Sex, An Informal Illustrated History (254p),Bradley Smith,1978,Book Sales
2452:Christopher and gay;, A partisan's view of the Greenwich Village homosexual scene,Wallace Hamilton,1973,Saturday Review Press
2453:Halfway Home,Paul Monette,1992,Harpercollins
2454:The Boys and Their Baby (Stonewall Inn Editions),Larry Wolff,1989,St Martins Pr
2455:Gay Ideas, Outing and Other Controversies,Richard D. Mohr,1992,Houghton Mifflin
2456:The gay liberation book,Len Richmond,1973,Ramparts Press
2457:Culture Clash, The Making of Gay Sensibility,Michael Bronski,1984,South End Press
2458:Christianity, Social Tolerance, and Homosexuality, Gay People in Western Europe from the Beginning of the Christian Era to the Fourteenth Century,John Boswell,1981,University of Chicago Press
2459:The Age of Sensation,Herbert Hendin,1975,W. W. Norton &amp; Company
2460:Making History, The Struggle for Gay and Lesbian Equal Rights, 1945-1990 , An Oral History,Eric Marcus,1992,Harpercollins
2461:Queer Looks, Perspectives on Lesbian and Gay Film and Video,Martha Gever,1993,Routledge
2462:The Male Body, Features, Destinies, Exposures,Laurence Goldstein,1995,UMP
2463:A Queer Reader,Patrick Higgins,1994,New Press
2464:After the Ball, How America Will Conquer Its Fear and Hatred of Gays in the '90s,Marshall Kirk,1989,Bantam Dell Pub Group
2465:Walt Whitman, A Gay Life,Gary Schmidgall,1997,Dutton Books
2466:Out Front, Contemporary Gay and Lesbian Plays,Don Shewey,1988,Pub Group West
2467:Same-Sex Love , And the Path to Wholeness,ROBERT H. HOPCKE,1993,Shambhala
2468:Homosexuality In History,Colin Spencer,1996,Harcourt
2469:On the Safe Edge, A Manual for SM Play,Trevor Jacques,1993,Alternate Sources
2470:Get the Message?, A Decade of Art for Social Change,Lucy R. Lippard,1984,Penguin USA
2471:The Gay Tapes, A Candid Discussion About Male Homosexuality,David Gottlieb,1977,Natl Book Network
2472:So Little Time, Essays on Gay Life,Mike Hippler,1990,Celestial Arts
2473:Reviving the Tribe, Regenerating Gay Men's Sexuality and Culture in the Ongoing Epidemic (Haworth Gay &amp; Lesbian Studies),Eric E. Rofes,1995,Haworth Press
2474:The Thirteen Original Clan Mothers , Your Sacred Path to Discovering the Gifts, Talents, and Abilities of the Feminin,Jamie Sams,1994,HarperSanFrancisco
2475:Alchemist,Paulo Coelho,1995,Random House Audio
2476:Writing for Dollars,John Mccollister,0,Barnes Noble Books
2477:Soul's Perfection (Journey of the Soul),Sylvia Browne,2000,Hay House
2478:The Nature of Good and Evil (Journey of the Soul Series, Book 3),Sylvia Browne,2001,Hay House
2479:Adventures of a Psychic, The Fascinating Inspiring True-Life Story of One of America's Most Successful Clairvoyants,Sylvia Browne,1998,Hay House
2480:The Other Side and Back, A Psychic's Guide to Our World and Beyond,Sylvia Browne,1999,Penguin Putnam
2481:The Camino,Shirley MacLaine,2000,Atria
2482:Don't Fall Off the Mountain,Shirley MacLaine,1985,Bantam Books
2483:Creative Visualization, Use the Power of Your Imagination to Create What You Want in Your Life,Shakti Gawain,1995,New World Library
2484:Way of the Peaceful Warrior, 20th Anniversary Edition, A Book That Changes Lives,Dan Millman,2000,H.J. Kramer
2485:Running from Safety, An Adventure of the Spirit,Richard Bach,1995,Delta
2486:The Bridge Across Forever,Richard Bach,1986,Dell
2487:A Gift of Wings,Richard Bach,1989,Dell
2488:One,Richard Bach,1989,Dell
2489:The Secret of Shambhala , In Search of the Eleventh Insight,James Redfield,2001,Warner Books
2490:Maps to Ecstasy, A Healing Journey for the Untamed Spirit,Gabrielle Roth,1998,New World Library
2491:Bridget Jones, The Edge of Reason,Helen Fielding,2001,Penguin Books
2492:Invitation,Oriah Mountain Dreamer,2000,HarperAudio
2493:Chief Seattle (Northwest Mythic Landscape Series),David Buerge,1992,Pub Group West
2494:Write from the Heart, Unleashing the Power of Your Creativity,Hal Zina Bennett,1995,Pub Group West
2495:The Secret Language of the Stars and Planets, A Visual Key to the Heavens,Geoffrey Cornelius,1996,Chronicle Books Llc
2496:Chris-In-The-Morning, Love, Life, and the Whole Karmic Enchilada,Louis Chunovic,1993,McGraw-Hill
2497:The Northern Exposure Cookbook, A Community Cookbook from the Heart of the Alaskan Riviera,Ellis Weiner,1993,McGraw Hill - NTC
2498:Northern Exposure, The Official Publication of the Television Series,Louis Chunovic,1993,Carol Pub Group
2499:Northern Exposures, Photographs,Rob Morrow,1994,Hyperion Books
2500:Letters from Cicely,Ellis Weiner,1992,Pocket
2501:The Stinky Cheeseman and Other Fairly Stupid Tales (Caldecott Honor Book),Jon Scieszka,1993,Viking Books
2502:Portfolios of Ansel Adams,Ansel E. Adams,1981,Bulfinch Press
2503:Every Part of This Earth Is Sacred, Native American Voices in Praise of Nature,Jana Stone,1993,HarperCollins
2504:Beyond Birth and Death,A. C. Bhaktivedanta Swami Prabhupada,1972,Bhaktivedanta Book Trust
2505:Journey of Self-Discovery,A. C. Bhaktivedanta Swami Prabhupada,1990,Bhaktivedanta Book Trust
2506:The Complete Book of Palmistry,Joyce Wilson,1983,Bantam Books
2507:The Language of Life, A Festival of Poets,Bill D. Moyers,1996,Main Street Books
2508:Walt Whitman, The Complete Poems (Penguin Classics),Francis Murphy,1990,Penguin Books
2509:Essential Rumi,Coleman Barks,1997,HarperSanFrancisco
2510:The Soul's Code , In Search of Character and Calling,James Hillman,1997,Warner Books
2511:The Flight of the Seventh Moon, The Teaching of the Shields,Lynn Andrews,1985,HarperCollins Publishers
2512:Developing Intuition, Practical Guidance for Daily Life,Shakti Gawain,2001,New World Library
2513:The Valkyries,Paulo Coelho,1996,HarperSanFrancisco
2514:Principles of Instrumental Analysis,Douglas A. Skoog,1997,Brooks Cole
2515:Chemistry,John McMurry,1994,Prentice Hall
2516:Physical Chemistry,P. W. Atkins,1994,W.H. Freeman &amp; Company
2517:Pooh (Giant Board Book),A. A. Milne,1999,Dutton Books
2518:The Giving Tree,Shel Silverstein,1964,HarperCollins
2519:Dream Pony (Sandy Lane Stables),Susannah Leigh,2003,Educational Development Corporation
2520:Don't Stand Too Close to a Naked Man,Tim Allen,1995,Hyperion
2521:The Wall Street Journal Lifetime Guide to Money , Strategies for Managing Your Finances,Staff of the Wall St Journal,1997,Hyperion
2522:Babyhood,Paul Reiser,1997,William Morrow &amp; Company
2523:Thirty Five Thousand Plus Baby Names, The Largest Selection of Popular and Unusual Names from Around the World,Bruce Lansky,1995,Meadowbrook
2524:Indoor Cat,Patricia Curtis,1981,Perigee Books
2525:Maine Coon Cats, Everything About Purchase, Care, Nutrition, Reproduction, Diseases, and Behavior (A Complete Pet Owner's Manual),Carol Himsel Daly,1995,Barron's Educational Series
2526:Really Important Stuff, My Kids Have Taught Me,Cynthia Copeland Lewis,1994,Workman Publishing
2527:Making Your Home a Haven, Strategies for the Domestically Challenged,Cyndy Salzmann,2001,Horizon
2528:The Westing Game (Now in Speak!),Ellen Raskin,1997,Penguin Putnam Books for Young Readers
2529:Interview with the Vampire,Anne Rice,1993,Ballantine Books
2530:The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books
2531:Lord God Made Them All,James Herriot,1982,Bantam Doubleday Dell
2532:"O" Is for Outlaw,SUE GRAFTON,2001,Ballantine Books
2533:Organic Chemistry,Marye Anne Fox,1994,Jones &amp; Bartlett Pub
2534:Inorganic Chemistry,D.F. Shriver,1994,W H Freeman &amp; Co
2535:Kushiel's Avatar (Kushiel's Legacy),Jacqueline Carey,2004,Tor Fantasy
2536:In-Home Child Care, A Step-By-Step Guide to Quality, Affordable Care,Debra K., Dr. Shatoff,1998,Family CareWare, Inc.
